lessonId	lessonTitle	grade	semester	subject	cardId	cardTitle	cardKind	narrationSource	hasAudioAsset	expectedAssetPath	existingAssetPath	narrationText
g3-upper-chinese-read	关联词和句段理解	三年级	上册	语文	step-2	找重点	step	derived	yes	frontend/src/assets/audio/study/g3-upper-chinese-read/step-2.mp3	frontend/src/assets/audio/study/g3-upper-chinese-read/step-2.mp3	找重点。段里最重要的一句或一个意思是什么。
g3-upper-chinese-read	关联词和句段理解	三年级	上册	语文	step-3	说段意	step	derived	yes	frontend/src/assets/audio/study/g3-upper-chinese-read/step-3.mp3	frontend/src/assets/audio/study/g3-upper-chinese-read/step-3.mp3	说段意。把这一段在讲什么完整说出来。
g3-upper-chinese-read	关联词和句段理解	三年级	上册	语文	example	找关系	example	derived	yes	frontend/src/assets/audio/study/g3-upper-chinese-read/example.mp3	frontend/src/assets/audio/study/g3-upper-chinese-read/example.mp3	找关系。先看这几句话是在并列、转折，还是先后推进。关系找清楚，段落意思就会更完整。
g3-upper-chinese-read	关联词和句段理解	三年级	上册	语文	memory	记忆小口令	memory	derived	yes	frontend/src/assets/audio/study/g3-upper-chinese-read/memory.mp3	frontend/src/assets/audio/study/g3-upper-chinese-read/memory.mp3	记忆小口令。句段小口令: 先看关系, 再找重点, 最后说段意。顺序是：看关系 · 找重点 · 说段意。
g3-upper-chinese-poetry	古诗阅读和传统文化	三年级	上册	语文	step-1	读诗句	step	derived	yes	frontend/src/assets/audio/study/g3-upper-chinese-poetry/step-1.mp3	frontend/src/assets/audio/study/g3-upper-chinese-poetry/step-1.mp3	读诗句。先把古诗读顺，不着急赶速度。古诗不只是背熟，还要读出画面和味道。
g3-upper-chinese-poetry	古诗阅读和传统文化	三年级	上册	语文	step-2	想画面	step	derived	yes	frontend/src/assets/audio/study/g3-upper-chinese-poetry/step-2.mp3	frontend/src/assets/audio/study/g3-upper-chinese-poetry/step-2.mp3	想画面。一边读一边想眼前出现了什么景。
g3-upper-chinese-poetry	古诗阅读和传统文化	三年级	上册	语文	step-3	说味道	step	derived	yes	frontend/src/assets/audio/study/g3-upper-chinese-poetry/step-3.mp3	frontend/src/assets/audio/study/g3-upper-chinese-poetry/step-3.mp3	说味道。想想这首诗让你觉得开心、安静，还是想家。
g3-upper-chinese-poetry	古诗阅读和传统文化	三年级	上册	语文	example	想画面	example	derived	yes	frontend/src/assets/audio/study/g3-upper-chinese-poetry/example.mp3	frontend/src/assets/audio/study/g3-upper-chinese-poetry/example.mp3	想画面。读诗句时，先想你眼前看到了什么，再想诗人在夸谁、想谁。画面一出来，诗句就会更好记。
g3-upper-chinese-poetry	古诗阅读和传统文化	三年级	上册	语文	memory	记忆小口令	memory	derived	yes	frontend/src/assets/audio/study/g3-upper-chinese-poetry/memory.mp3	frontend/src/assets/audio/study/g3-upper-chinese-poetry/memory.mp3	记忆小口令。古诗小口令: 先读顺, 再想画面, 最后说感觉。顺序是：先读顺 · 想画面 · 说感觉。
g3-upper-chinese-write	习作起步和表达感受	三年级	上册	语文	step-1	先观察	step	derived	yes	frontend/src/assets/audio/study/g3-upper-chinese-write/step-1.mp3	frontend/src/assets/audio/study/g3-upper-chinese-write/step-1.mp3	先观察。先把看到的景和事认真看一看。三年级习作起步，不是写很多，而是把感受说得更真。
g3-upper-chinese-write	习作起步和表达感受	三年级	上册	语文	step-2	说感受	step	derived	yes	frontend/src/assets/audio/study/g3-upper-chinese-write/step-2.mp3	frontend/src/assets/audio/study/g3-upper-chinese-write/step-2.mp3	说感受。想想你心里最想说的感觉是什么。
g3-upper-chinese-write	习作起步和表达感受	三年级	上册	语文	step-3	写几句	step	derived	yes	frontend/src/assets/audio/study/g3-upper-chinese-write/step-3.mp3	frontend/src/assets/audio/study/g3-upper-chinese-write/step-3.mp3	写几句。把观察和感受合在一起写成几句完整的话。
g3-upper-chinese-write	习作起步和表达感受	三年级	上册	语文	example	说感受	example	derived	yes	frontend/src/assets/audio/study/g3-upper-chinese-write/example.mp3	frontend/src/assets/audio/study/g3-upper-chinese-write/example.mp3	说感受。看到一个场景时，先说你喜欢它、害怕它，还是觉得它很美。把感觉说出来，句子就不会只剩下空空的描述。
g3-upper-chinese-write	习作起步和表达感受	三年级	上册	语文	memory	记忆小口令	memory	derived	yes	frontend/src/assets/audio/study/g3-upper-chinese-write/memory.mp3	frontend/src/assets/audio/study/g3-upper-chinese-write/memory.mp3	记忆小口令。习作小口令: 先观察, 再感受, 最后写出来。顺序是：先观察 · 再感受 · 写出来。
g3-upper-math-measure	时分秒和测量观察	三年级	上册	数学	step-1	看对象	step	custom	yes	frontend/src/assets/audio/study/g3-upper-math-measure/step-1.mp3	frontend/src/assets/audio/study/g3-upper-math-measure/step-1.mp3	第一步，看对象。先分清题里是在比时间、长度，还是图形。
g3-upper-math-measure	时分秒和测量观察	三年级	上册	数学	step-2	看单位	step	custom	yes	frontend/src/assets/audio/study/g3-upper-math-measure/step-2.mp3	frontend/src/assets/audio/study/g3-upper-math-measure/step-2.mp3	第二步，看单位。秒、分、厘米、米，一个都不能看错。
g3-upper-math-measure	时分秒和测量观察	三年级	上册	数学	step-3	做比较	step	custom	yes	frontend/src/assets/audio/study/g3-upper-math-measure/step-3.mp3	frontend/src/assets/audio/study/g3-upper-math-measure/step-3.mp3	第三步，再比较。对象和单位都看准，谁长谁短、谁久谁快就清楚了。
g3-upper-math-measure	时分秒和测量观察	三年级	上册	数学	example	量一量	example	custom	yes	frontend/src/assets/audio/study/g3-upper-math-measure/example.mp3	frontend/src/assets/audio/study/g3-upper-math-measure/example.mp3	跟我量一量。先看题里比什么，再看单位，最后说结果。
g3-upper-math-measure	时分秒和测量观察	三年级	上册	数学	memory	记忆小口令	memory	custom	yes	frontend/src/assets/audio/study/g3-upper-math-measure/memory.mp3	frontend/src/assets/audio/study/g3-upper-math-measure/memory.mp3	记住测量小口令。先看对象，再看单位，最后比较。
g3-upper-math-multiply	乘法口算和笔算起步	三年级	上册	数学	step-1	先口算	step	derived	yes	frontend/src/assets/audio/study/g3-upper-math-multiply/step-1.mp3	frontend/src/assets/audio/study/g3-upper-math-multiply/step-1.mp3	先口算。看到基础乘法先把口诀叫出来。乘法到了三年级，不只要快，还要会按顺序想。
g3-upper-math-multiply	乘法口算和笔算起步	三年级	上册	数学	step-2	看步骤	step	derived	yes	frontend/src/assets/audio/study/g3-upper-math-multiply/step-2.mp3	frontend/src/assets/audio/study/g3-upper-math-multiply/step-2.mp3	看步骤。数字多一点时，要按顺序一步步来。
g3-upper-math-multiply	乘法口算和笔算起步	三年级	上册	数学	step-3	找规律	step	derived	yes	frontend/src/assets/audio/study/g3-upper-math-multiply/step-3.mp3	frontend/src/assets/audio/study/g3-upper-math-multiply/step-3.mp3	找规律。有些题还藏着规律，找到它会更快。
g3-upper-math-multiply	乘法口算和笔算起步	三年级	上册	数学	example	想口诀	example	derived	yes	frontend/src/assets/audio/study/g3-upper-math-multiply/example.mp3	frontend/src/assets/audio/study/g3-upper-math-multiply/example.mp3	想口诀。看到乘法时，先想口诀，再想这题和生活里什么有关。口诀是门牌号，关系看懂了才真会做。
g3-upper-math-multiply	乘法口算和笔算起步	三年级	上册	数学	memory	记忆小口令	memory	derived	yes	frontend/src/assets/audio/study/g3-upper-math-multiply/memory.mp3	frontend/src/assets/audio/study/g3-upper-math-multiply/memory.mp3	记忆小口令。乘法小口令: 先想口诀, 再看顺序, 最后算清。顺序是：想口诀 · 看顺序 · 算清。
g3-upper-math-number	万以内数和加减应用	三年级	上册	数学	step-1	看数位	step	derived	yes	frontend/src/assets/audio/study/g3-upper-math-number/step-1.mp3	frontend/src/assets/audio/study/g3-upper-math-number/step-1.mp3	看数位。先看看这个数的每一位站在哪里。数字越变越大，更要学会拆开看，不能挤成一团。
g3-upper-math-number	万以内数和加减应用	三年级	上册	数学	step-2	拆关系	step	derived	yes	frontend/src/assets/audio/study/g3-upper-math-number/step-2.mp3	frontend/src/assets/audio/study/g3-upper-math-number/step-2.mp3	拆关系。把大数拆成几个千、百、十和一。
g3-upper-math-number	万以内数和加减应用	三年级	上册	数学	step-3	做应用	step	derived	yes	frontend/src/assets/audio/study/g3-upper-math-number/step-3.mp3	frontend/src/assets/audio/study/g3-upper-math-number/step-3.mp3	做应用。再把这些数放回生活题里去理解。
g3-upper-math-number	万以内数和加减应用	三年级	上册	数学	example	拆一拆	example	derived	yes	frontend/src/assets/audio/study/g3-upper-math-number/example.mp3	frontend/src/assets/audio/study/g3-upper-math-number/example.mp3	拆一拆。看到一个大数时，先说它有几个千、几个百、几个十和几个一。会拆数，笔算就像搭积木一样稳。
g3-upper-math-number	万以内数和加减应用	三年级	上册	数学	memory	记忆小口令	memory	derived	yes	frontend/src/assets/audio/study/g3-upper-math-number/memory.mp3	frontend/src/assets/audio/study/g3-upper-math-number/memory.mp3	记忆小口令。大数小口令: 先看数位, 再想关系, 最后计算。顺序是：看数位 · 想关系 · 最后计算。
g3-upper-math-perimeter	周长图形和小规律	三年级	上册	数学	step-1	围一圈	step	derived	yes	frontend/src/assets/audio/study/g3-upper-math-perimeter/step-1.mp3	frontend/src/assets/audio/study/g3-upper-math-perimeter/step-1.mp3	围一圈。先想想图形外面这一圈要走哪几条边。周长就是围着图形走一圈的长度，像给图形量腰围。
g3-upper-math-perimeter	周长图形和小规律	三年级	上册	数学	step-2	数边长	step	derived	yes	frontend/src/assets/audio/study/g3-upper-math-perimeter/step-2.mp3	frontend/src/assets/audio/study/g3-upper-math-perimeter/step-2.mp3	数边长。把每条要走的边长度看清。
g3-upper-math-perimeter	周长图形和小规律	三年级	上册	数学	step-3	找规律	step	derived	yes	frontend/src/assets/audio/study/g3-upper-math-perimeter/step-3.mp3	frontend/src/assets/audio/study/g3-upper-math-perimeter/step-3.mp3	找规律。有些边一样长，规律会来帮你。
g3-upper-math-perimeter	周长图形和小规律	三年级	上册	数学	example	围一圈	example	derived	yes	frontend/src/assets/audio/study/g3-upper-math-perimeter/example.mp3	frontend/src/assets/audio/study/g3-upper-math-perimeter/example.mp3	围一圈。先指着图形边走一圈，再想哪些边要加起来。走一圈想明白，周长就不会算漏边。
g3-upper-math-perimeter	周长图形和小规律	三年级	上册	数学	memory	记忆小口令	memory	derived	yes	frontend/src/assets/audio/study/g3-upper-math-perimeter/memory.mp3	frontend/src/assets/audio/study/g3-upper-math-perimeter/memory.mp3	记忆小口令。周长小口令: 先围一圈, 再把边相加。顺序是：围一圈 · 看清边 · 相加。
g3-upper-english-greet	问候介绍和课堂表达	三年级	上册	英语	step-1	看场景	step	custom	yes	frontend/src/assets/audio/study/g3-upper-english-greet/step-1.mp3	frontend/src/assets/audio/study/g3-upper-english-greet/step-1.mp3	第一步，看场景。先看看是在见面、上课，还是要告别。
g3-upper-english-greet	问候介绍和课堂表达	三年级	上册	英语	step-2	选句子	step	custom	yes	frontend/src/assets/audio/study/g3-upper-english-greet/step-2.mp3	frontend/src/assets/audio/study/g3-upper-english-greet/step-2.mp3	第二步，选句子。不同场景，要用不同的英语问候。
g3-upper-english-greet	问候介绍和课堂表达	三年级	上册	英语	step-3	跟着说	step	custom	yes	frontend/src/assets/audio/study/g3-upper-english-greet/step-3.mp3	frontend/src/assets/audio/study/g3-upper-english-greet/step-3.mp3	第三步，大声跟着说。嘴巴敢开口，英语才会越说越顺。
g3-upper-english-greet	问候介绍和课堂表达	三年级	上册	英语	example	开口说	example	custom	yes	frontend/src/assets/audio/study/g3-upper-english-greet/example.mp3	frontend/src/assets/audio/study/g3-upper-english-greet/example.mp3	跟我说一遍。先看场景，再从几句英语里选最合适的一句。
g3-upper-english-greet	问候介绍和课堂表达	三年级	上册	英语	memory	记忆小口令	memory	custom	yes	frontend/src/assets/audio/study/g3-upper-english-greet/memory.mp3	frontend/src/assets/audio/study/g3-upper-english-greet/memory.mp3	记住英语问候小口令。先看场景，再选句子，最后开口说。
g3-upper-english-words	数字颜色和常见词汇	三年级	上册	英语	step-1	看画面	step	derived	yes	frontend/src/assets/audio/study/g3-upper-english-words/step-1.mp3	frontend/src/assets/audio/study/g3-upper-english-words/step-1.mp3	看画面。先看看图片、颜色或数字长什么样。数字、颜色和常见词汇，是三年级英语起步最常见的小伙伴。
g3-upper-english-words	数字颜色和常见词汇	三年级	上册	英语	step-2	配单词	step	derived	yes	frontend/src/assets/audio/study/g3-upper-english-words/step-2.mp3	frontend/src/assets/audio/study/g3-upper-english-words/step-2.mp3	配单词。把英语单词和对应内容连起来。
g3-upper-english-words	数字颜色和常见词汇	三年级	上册	英语	step-3	读出声	step	derived	yes	frontend/src/assets/audio/study/g3-upper-english-words/step-3.mp3	frontend/src/assets/audio/study/g3-upper-english-words/step-3.mp3	读出声。认出来以后，再开口读一遍。
g3-upper-english-words	数字颜色和常见词汇	三年级	上册	英语	example	认一认	example	derived	yes	frontend/src/assets/audio/study/g3-upper-english-words/example.mp3	frontend/src/assets/audio/study/g3-upper-english-words/example.mp3	认一认。先看图，再把英语单词和它配起来。单词和画面绑在一起，记忆会更牢。
g3-upper-english-words	数字颜色和常见词汇	三年级	上册	英语	memory	记忆小口令	memory	derived	yes	frontend/src/assets/audio/study/g3-upper-english-words/memory.mp3	frontend/src/assets/audio/study/g3-upper-english-words/memory.mp3	记忆小口令。单词小口令: 先看图, 再认词, 最后读出来。顺序是：先看图 · 再认词 · 读出来。
g3-upper-english-sentence	代词句意和简单理解	三年级	上册	英语	step-1	找主角	step	derived	yes	frontend/src/assets/audio/study/g3-upper-english-sentence/step-1.mp3	frontend/src/assets/audio/study/g3-upper-english-sentence/step-1.mp3	找主角。先看看句子里在说男生、女生，还是物品。代词和句意像英语句子里的小路标，能帮我们看懂谁在说话。
g3-upper-english-sentence	代词句意和简单理解	三年级	上册	英语	step-2	认代词	step	derived	yes	frontend/src/assets/audio/study/g3-upper-english-sentence/step-2.mp3	frontend/src/assets/audio/study/g3-upper-english-sentence/step-2.mp3	认代词。把 he、she、it 和它们的主角对应起来。
g3-upper-english-sentence	代词句意和简单理解	三年级	上册	英语	step-3	想句意	step	derived	yes	frontend/src/assets/audio/study/g3-upper-english-sentence/step-3.mp3	frontend/src/assets/audio/study/g3-upper-english-sentence/step-3.mp3	想句意。再把整句大概意思说出来。
g3-upper-english-sentence	代词句意和简单理解	三年级	上册	英语	example	想一想	example	derived	yes	frontend/src/assets/audio/study/g3-upper-english-sentence/example.mp3	frontend/src/assets/audio/study/g3-upper-english-sentence/example.mp3	想一想。先看句子里在说谁，再猜整句话大概想表达什么。找到主角，句子的意思就会更清楚。
g3-upper-english-sentence	代词句意和简单理解	三年级	上册	英语	memory	记忆小口令	memory	derived	yes	frontend/src/assets/audio/study/g3-upper-english-sentence/memory.mp3	frontend/src/assets/audio/study/g3-upper-english-sentence/memory.mp3	记忆小口令。句意小口令: 先找谁, 再看词, 最后想整句。顺序是：先找谁 · 再看词 · 想整句。
g3-upper-english-scene	短语表达和场景理解	三年级	上册	英语	step-1	看场景	step	derived	yes	frontend/src/assets/audio/study/g3-upper-english-scene/step-1.mp3	frontend/src/assets/audio/study/g3-upper-english-scene/step-1.mp3	看场景。先看看人物在做什么。短语和场景搭起来，英语会更像真的在生活里用。
g3-upper-english-scene	短语表达和场景理解	三年级	上册	英语	step-2	认短语	step	derived	yes	frontend/src/assets/audio/study/g3-upper-english-scene/step-2.mp3	frontend/src/assets/audio/study/g3-upper-english-scene/step-2.mp3	认短语。把常见短语和动作、物品对应起来。
g3-upper-english-scene	短语表达和场景理解	三年级	上册	英语	step-3	放句里	step	derived	yes	frontend/src/assets/audio/study/g3-upper-english-scene/step-3.mp3	frontend/src/assets/audio/study/g3-upper-english-scene/step-3.mp3	放句里。把短语放回句子，看看顺不顺。
g3-upper-english-scene	短语表达和场景理解	三年级	上册	英语	example	放回去	example	derived	yes	frontend/src/assets/audio/study/g3-upper-english-scene/example.mp3	frontend/src/assets/audio/study/g3-upper-english-scene/example.mp3	放回去。先看看场景，再想哪个短语最适合放进去。短语放对地方，整句就顺了。
g3-upper-english-scene	短语表达和场景理解	三年级	上册	英语	memory	记忆小口令	memory	derived	yes	frontend/src/assets/audio/study/g3-upper-english-scene/memory.mp3	frontend/src/assets/audio/study/g3-upper-english-scene/memory.mp3	记忆小口令。短语小口令: 先看场景, 再认短语, 最后放句里。顺序是：看场景 · 认短语 · 放句里。
g3-lower-chinese-feel	词语感受和准确表达	三年级	下册	语文	step-1	想感觉	step	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-feel/step-1.mp3	frontend/src/assets/audio/study/g3-lower-chinese-feel/step-1.mp3	想感觉。先问问自己，这个词让人心里是什么感觉。三年级下册的词语，不只看意思，还要会体会它的味道。
g3-lower-chinese-feel	词语感受和准确表达	三年级	下册	语文	step-2	看场景	step	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-feel/step-2.mp3	frontend/src/assets/audio/study/g3-lower-chinese-feel/step-2.mp3	看场景。再想它适合放在什么场景里。
g3-lower-chinese-feel	词语感受和准确表达	三年级	下册	语文	step-3	用出来	step	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-feel/step-3.mp3	frontend/src/assets/audio/study/g3-lower-chinese-feel/step-3.mp3	用出来。挑一个最合适的词写进句子里。
g3-lower-chinese-feel	词语感受和准确表达	三年级	下册	语文	example	品一品	example	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-feel/example.mp3	frontend/src/assets/audio/study/g3-lower-chinese-feel/example.mp3	品一品。先想这个词让你觉得开心、着急，还是温柔。会体会词语味道，表达就不再平平的。
g3-lower-chinese-feel	词语感受和准确表达	三年级	下册	语文	memory	记忆小口令	memory	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-feel/memory.mp3	frontend/src/assets/audio/study/g3-lower-chinese-feel/memory.mp3	记忆小口令。词语味道口令: 先想感觉, 再看场景, 最后用词。顺序是：想感觉 · 看场景 · 最后用词。
g3-lower-chinese-culture	古诗成语和文化积累	三年级	下册	语文	step-1	想画面	step	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-culture/step-1.mp3	frontend/src/assets/audio/study/g3-lower-chinese-culture/step-1.mp3	想画面。先看看古诗和成语里出现了什么场景。古诗和成语像一个个小锦囊，越积累越能帮你读和写。
g3-lower-chinese-culture	古诗成语和文化积累	三年级	下册	语文	step-2	懂意思	step	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-culture/step-2.mp3	frontend/src/assets/audio/study/g3-lower-chinese-culture/step-2.mp3	懂意思。再把它真正想表达的意思讲清楚。
g3-lower-chinese-culture	古诗成语和文化积累	三年级	下册	语文	step-3	去运用	step	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-culture/step-3.mp3	frontend/src/assets/audio/study/g3-lower-chinese-culture/step-3.mp3	去运用。试着在说话写话时把它们用起来。
g3-lower-chinese-culture	古诗成语和文化积累	三年级	下册	语文	example	想故事	example	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-culture/example.mp3	frontend/src/assets/audio/study/g3-lower-chinese-culture/example.mp3	想故事。碰到成语和古诗时，先想它在说什么情景。有画面、有故事，文化积累就不会只是死背。
g3-lower-chinese-culture	古诗成语和文化积累	三年级	下册	语文	memory	记忆小口令	memory	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-culture/memory.mp3	frontend/src/assets/audio/study/g3-lower-chinese-culture/memory.mp3	记忆小口令。文化积累口令: 先想画面, 再懂意思, 最后会运用。顺序是：想画面 · 懂意思 · 会运用。
g3-lower-chinese-read	关联词和阅读进阶	三年级	下册	语文	step-1	找连接词	step	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-read/step-1.mp3	frontend/src/assets/audio/study/g3-lower-chinese-read/step-1.mp3	找连接词。先看看句子和句子怎么连。三年级下册阅读更要会抓句段之间的线索。
g3-lower-chinese-read	关联词和阅读进阶	三年级	下册	语文	step-2	抓重点句	step	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-read/step-2.mp3	frontend/src/assets/audio/study/g3-lower-chinese-read/step-2.mp3	抓重点句。再找段里最能说明意思的一句。
g3-lower-chinese-read	关联词和阅读进阶	三年级	下册	语文	step-3	连段意	step	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-read/step-3.mp3	frontend/src/assets/audio/study/g3-lower-chinese-read/step-3.mp3	连段意。把重点句和全段意思连起来。
g3-lower-chinese-read	关联词和阅读进阶	三年级	下册	语文	example	找线索	example	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-read/example.mp3	frontend/src/assets/audio/study/g3-lower-chinese-read/example.mp3	找线索。先看关联词，再找段里最重要的一句。小线索找得准，大意思就容易明白。
g3-lower-chinese-read	关联词和阅读进阶	三年级	下册	语文	memory	记忆小口令	memory	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-read/memory.mp3	frontend/src/assets/audio/study/g3-lower-chinese-read/memory.mp3	记忆小口令。阅读进阶口令: 先找线索, 再抓重点, 最后连全段。顺序是：找线索 · 抓重点 · 连全段。
g3-lower-chinese-write	习作观察和想象表达	三年级	下册	语文	step-1	认真看	step	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-write/step-1.mp3	frontend/src/assets/audio/study/g3-lower-chinese-write/step-1.mp3	认真看。先把真实样子看仔细。习作到了这里，要学会既认真观察，也大胆想象。
g3-lower-chinese-write	习作观察和想象表达	三年级	下册	语文	step-2	大胆想	step	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-write/step-2.mp3	frontend/src/assets/audio/study/g3-lower-chinese-write/step-2.mp3	大胆想。再想一想还能发生什么有趣的事。
g3-lower-chinese-write	习作观察和想象表达	三年级	下册	语文	step-3	写出来	step	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-write/step-3.mp3	frontend/src/assets/audio/study/g3-lower-chinese-write/step-3.mp3	写出来。把真实和想象一起整理成一段话。
g3-lower-chinese-write	习作观察和想象表达	三年级	下册	语文	example	想一想	example	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-write/example.mp3	frontend/src/assets/audio/study/g3-lower-chinese-write/example.mp3	想一想。先看清真实的样子，再想如果它会说话、会动，会发生什么。真实和想象一起走，写话才会好看。
g3-lower-chinese-write	习作观察和想象表达	三年级	下册	语文	memory	记忆小口令	memory	derived	yes	frontend/src/assets/audio/study/g3-lower-chinese-write/memory.mp3	frontend/src/assets/audio/study/g3-lower-chinese-write/memory.mp3	记忆小口令。习作进阶口令: 先观察, 再想象, 最后整理写。顺序是：先观察 · 再想象 · 整理写。
g3-lower-math-divide	除法口算和有余数除法	三年级	下册	数学	step-1	先口算	step	derived	yes	frontend/src/assets/audio/study/g3-lower-math-divide/step-1.mp3	frontend/src/assets/audio/study/g3-lower-math-divide/step-1.mp3	先口算。基础除法先算顺，脑袋别打结。除法到了下册，会遇到分不完的情况，这就是有余数。
g3-lower-math-divide	除法口算和有余数除法	三年级	下册	数学	step-2	看余数	step	derived	yes	frontend/src/assets/audio/study/g3-lower-math-divide/step-2.mp3	frontend/src/assets/audio/study/g3-lower-math-divide/step-2.mp3	看余数。分到不能再分时，看看还剩多少。
g3-lower-math-divide	除法口算和有余数除法	三年级	下册	数学	step-3	说意思	step	derived	yes	frontend/src/assets/audio/study/g3-lower-math-divide/step-3.mp3	frontend/src/assets/audio/study/g3-lower-math-divide/step-3.mp3	说意思。把“商”和“余数”各表示什么讲清楚。
g3-lower-math-divide	除法口算和有余数除法	三年级	下册	数学	example	分完了吗	example	derived	yes	frontend/src/assets/audio/study/g3-lower-math-divide/example.mp3	frontend/src/assets/audio/study/g3-lower-math-divide/example.mp3	分完了吗。先分一分，再看看是不是还能继续平均分下去。剩下的那一点点，就是余数在提醒你。
g3-lower-math-divide	除法口算和有余数除法	三年级	下册	数学	memory	记忆小口令	memory	derived	yes	frontend/src/assets/audio/study/g3-lower-math-divide/memory.mp3	frontend/src/assets/audio/study/g3-lower-math-divide/memory.mp3	记忆小口令。除法进阶口令: 先平均分, 再看剩多少。顺序是：先平均分 · 再看剩多少 · 写完整。
g3-lower-math-fraction	分数面积和图形	三年级	下册	数学	step-1	看整体	step	derived	yes	frontend/src/assets/audio/study/g3-lower-math-fraction/step-1.mp3	frontend/src/assets/audio/study/g3-lower-math-fraction/step-1.mp3	看整体。先看看一整个被分成了几份。把一个整体分一分，就会遇到分数；图形铺一铺，就会遇到面积。
g3-lower-math-fraction	分数面积和图形	三年级	下册	数学	step-2	看其中几份	step	derived	yes	frontend/src/assets/audio/study/g3-lower-math-fraction/step-2.mp3	frontend/src/assets/audio/study/g3-lower-math-fraction/step-2.mp3	看其中几份。再看取了其中几份，这就是分数。
g3-lower-math-fraction	分数面积和图形	三年级	下册	数学	step-3	看占多大	step	derived	yes	frontend/src/assets/audio/study/g3-lower-math-fraction/step-3.mp3	frontend/src/assets/audio/study/g3-lower-math-fraction/step-3.mp3	看占多大。图形占了多少地方，就是面积在说话。
g3-lower-math-fraction	分数面积和图形	三年级	下册	数学	example	分一分	example	derived	yes	frontend/src/assets/audio/study/g3-lower-math-fraction/example.mp3	frontend/src/assets/audio/study/g3-lower-math-fraction/example.mp3	分一分。先想整体被分成了几份，再看自己拿到了其中几份。会看整体和部分，分数就不难；会看铺满，面积也不乱。
g3-lower-math-fraction	分数面积和图形	三年级	下册	数学	memory	记忆小口令	memory	derived	yes	frontend/src/assets/audio/study/g3-lower-math-fraction/memory.mp3	frontend/src/assets/audio/study/g3-lower-math-fraction/memory.mp3	记忆小口令。分数面积口令: 先看整体, 再看部分, 别和周长混。顺序是：看整体 · 看部分 · 别混周长。
g3-lower-math-data	数据规律和综合应用	三年级	下册	数学	step-1	先观察	step	derived	yes	frontend/src/assets/audio/study/g3-lower-math-data/step-1.mp3	frontend/src/assets/audio/study/g3-lower-math-data/step-1.mp3	先观察。看看数字和信息有没有重复、增加或减少的规律。数字不只是算出来，还能排规律、整数据、帮我们做判断。
g3-lower-math-data	数据规律和综合应用	三年级	下册	数学	step-2	再整理	step	derived	yes	frontend/src/assets/audio/study/g3-lower-math-data/step-2.mp3	frontend/src/assets/audio/study/g3-lower-math-data/step-2.mp3	再整理。把有用的信息放到一起。
g3-lower-math-data	数据规律和综合应用	三年级	下册	数学	step-3	做判断	step	derived	yes	frontend/src/assets/audio/study/g3-lower-math-data/step-3.mp3	frontend/src/assets/audio/study/g3-lower-math-data/step-3.mp3	做判断。根据整理后的线索说出结果。
g3-lower-math-data	数据规律和综合应用	三年级	下册	数学	example	找规律	example	derived	yes	frontend/src/assets/audio/study/g3-lower-math-data/example.mp3	frontend/src/assets/audio/study/g3-lower-math-data/example.mp3	找规律。先看数字是加了多少、乘了多少，还是在重复排队。规律找得准，后面的数就更好猜。
g3-lower-math-data	数据规律和综合应用	三年级	下册	数学	memory	记忆小口令	memory	derived	yes	frontend/src/assets/audio/study/g3-lower-math-data/memory.mp3	frontend/src/assets/audio/study/g3-lower-math-data/memory.mp3	记忆小口令。规律数据口令: 先观察, 再整理, 最后判断。顺序是：先观察 · 再整理 · 最后判断。
g3-lower-math-mixed	乘除混合和问题解决	三年级	下册	数学	step-1	看关系	step	derived	yes	frontend/src/assets/audio/study/g3-lower-math-mixed/step-1.mp3	frontend/src/assets/audio/study/g3-lower-math-mixed/step-1.mp3	看关系。先找出题里在比较什么、怎么分。乘法和除法开始一起出现时，更要先想关系再计算。
g3-lower-math-mixed	乘除混合和问题解决	三年级	下册	数学	step-2	选方法	step	derived	yes	frontend/src/assets/audio/study/g3-lower-math-mixed/step-2.mp3	frontend/src/assets/audio/study/g3-lower-math-mixed/step-2.mp3	选方法。想清楚该用乘法还是除法。
